SAMPLE DATE,COMMODITY,LAB NUMBER,STATE/COUNTRY OF ORIGIN,GROWER CITY,ORGANIC COMMODITY,ILLEGAL CASE NUMBER,BRANDNAME,COLLECTION SITE NAME,COLLECTION SITE CITY,COLLECTION SITE TYPE,ANALYSIS TYPE,PESTICIDE SCREEN,CHEMICAL DETECTED (IF ANY),AMOUNT OF CHEMICAL DETECTED (PPM),U.S. EPA TOLERANCE LEVEL (PPM),MINIMUM DETECTION LIMIT (PPM)
12-Nov-14,APPLE,R14M01996,Washington,,No,,Rainier,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,LAMBDA-CYHALOTHRIN,0.01,0.3,0.01
12-Nov-14,CANTALOUPE,R14M01997,United States,,No,,Santa Rosa Produce,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,CANTALOUPE,R14M01997,United States,,No,,Santa Rosa Produce,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,IMIDACLOPRID,0.095,0.5,0.02
12-Nov-14,CANTALOUPE,R14M01997,United States,,No,,Santa Rosa Produce,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,ACETAMIPRID,0.018,0.5,0.01
12-Nov-14,CANTALOUPE,R14M01997,United States,,No,,Santa Rosa Produce,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,DINOTEFURAN,0.088,0.5,0.02
12-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M01998,Mexico,,No,,Elite Fresh Vegetables,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.037,3,0.01
12-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M01998,Mexico,,No,,Elite Fresh Vegetables,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,MYCLOBUTANIL,0.038,4,0.02
12-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M01998,Mexico,,No,,Elite Fresh Vegetables,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,OXAMYL,0.28,5,0.02
12-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M01998,Mexico,,No,,Elite Fresh Vegetables,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,SQUASH (SUMMER),R14M01999,Mexico,"Sonora, MEXICO",No,,Cachito's,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,SQUASH (SUMMER),R14M01999,Mexico,"Sonora, MEXICO",No,,Cachito's,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,MANGO,R14M02000,Ecuador,,No,,Plantation,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,MANGO,R14M02000,Ecuador,,No,,Plantation,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,"LETTUCE, CRISPHEAD TYPES (ICEBERG, HEAD LETTUCE)",R14M02001,United States,,No,,Nature's Reward,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,"LETTUCE, CRISPHEAD TYPES (ICEBERG, HEAD LETTUCE)",R14M02001,United States,,No,,Nature's Reward,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,EGGPLANT (ORIENTAL EGGPLANT),R14M02002,California,,Yes,,Riverdog Farm,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,EGGPLANT (ORIENTAL EGGPLANT),R14M02002,California,,Yes,,Riverdog Farm,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,KALE,R14M02003,United States,,No,,Queen Victoria,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,CLOTHIANIDIN,0.01,1.9,0.01
12-Nov-14,KALE,R14M02003,United States,,No,,Queen Victoria,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,DIMETHOMORPH,0.012,30,0.01
12-Nov-14,KALE,R14M02003,United States,,No,,Queen Victoria,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,CYPERMETHRIN,0.046,14,0.02
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,PERMETHRIN,4,20,0.01
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,CLOTHIANIDIN,0.01,3,0.001
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,CYROMAZINE,0.525,7,0.01
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,FENAMIDONE,1.1,60,0.02
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,IMIDACLOPRID,0.061,3.5,0.02
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,CYPERMETHRIN,0.98,10,0.02
12-Nov-14,SPINACH,R14M02004,United States,,No,,Field Fresh Farms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,MANDIPROPAMID,3.1,20,0.01
12-Nov-14,"CORN, SWEET (FRESH MKT. AND GRAIN CROP)",R14M02005,Mexico,,No,,Sweet Corn,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,"CORN, SWEET (FRESH MKT. AND GRAIN CROP)",R14M02005,Mexico,,No,,Sweet Corn,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",R14M02006,United States,,No,,Premium Citrus (Twin Peaks),Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",R14M02006,United States,,No,,Premium Citrus (Twin Peaks),Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,STRAWBERRY (ALL OR UNSPEC),R14M02007,United States,,No,,California Giant,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,BIFENTHRIN,0.064,3,0.01
12-Nov-14,STRAWBERRY (ALL OR UNSPEC),R14M02007,United States,,No,,California Giant,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,CAPTAN,1.1,20,0.02
12-Nov-14,STRAWBERRY (ALL OR UNSPEC),R14M02007,United States,,No,,California Giant,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,THIOPHANATE-METHYL,0.25,7,0.01
12-Nov-14,STRAWBERRY (ALL OR UNSPEC),R14M02007,United States,,No,,California Giant,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,ACETAMIPRID,0.019,0.6,0.01
12-Nov-14,BLACKBERRY,R14M02008,United States,,No,,Naturipe,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.13,4,0.01
12-Nov-14,BLACKBERRY,R14M02008,United States,,No,,Naturipe,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,CYPERMETHRIN,0.082,0.8,0.02
12-Nov-14,BLACKBERRY,R14M02008,United States,,No,,Naturipe,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,BOSCALID,0.64,10,0.01
12-Nov-14,MUSHROOMS,R14M02009,United States,,No,,Premier Mushrooms,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,MUSHROOMS,R14M02009,United States,,No,,Premier Mushrooms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,CYROMAZINE,0.22,1,0.01
12-Nov-14,MUSHROOMS,R14M02009,United States,,No,,Premier Mushrooms,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.35,40,0.01
12-Nov-14,"ONION (DRY, SPANISH, WHITE, YELLOW, RED, ETC.)",R14M02010,Washington,"Pasco, WA",No,,Easterday Farms Onions,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,,0,,
12-Nov-14,"ONION (DRY, SPANISH, WHITE, YELLOW, RED, ETC.)",R14M02010,Washington,"Pasco, WA",No,,Easterday Farms Onions,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,,0,,
12-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M02011,United States,,No,,Samish River Potatoes,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,THIAMETHOXAM,0.07,0.25,0.01
12-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M02011,United States,,No,,Samish River Potatoes,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,CHLORPROPHAM,0.073,30,0.01
12-Nov-14,BANANA,R14M02012,Guatemala,,No,,Chiquita,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,IMAZALIL,0.23,3,0.01
12-Nov-14,BANANA,R14M02012,Guatemala,,No,,Chiquita,Produce Express,Sacramento,Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.21,3,0.01
12-Nov-14,BANANA,R14M02012,Guatemala,,No,,Chiquita,Produce Express,Sacramento,Wholesale,Basic Screening,GCMSMS,BIFENTHRIN,0.016,0.1,0.01
17-Nov-14,SQUASH (ZUCCHINI),2141614,Mexico,,No,,Agrofesa,Grand Food,Los Angeles,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,SQUASH (ZUCCHINI),2141614,Mexico,,No,,Agrofesa,Grand Food,Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,"BEANS (GREEN, STRING)",2141615,California,,No,,Pacific Coast Produce,Grand Food,Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,"BEANS (GREEN, STRING)",2141615,California,,No,,Pacific Coast Produce,Grand Food,Los Angeles,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,BOK CHOY (WONG BOK),2141616,California,,No,,Green West Farms,Green West Farms,Los Angeles,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,BOK CHOY (WONG BOK),2141616,California,,No,,Green West Farms,Green West Farms,Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,LONGAN (LONGAN FRUIT),2141617,China - mainland,,No,T-207-S14,Jans Longan,"Asian Fresh Produce, Inc.",Los Angeles,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,LONGAN (LONGAN FRUIT),2141617,China - mainland,,No,T-207-S14,Jans Longan,"Asian Fresh Produce, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,CARBENDAZIM,0.46,NTE,0.01
17-Nov-14,LONGAN (LONGAN FRUIT),2141617,China - mainland,,No,T-207-S14,Jans Longan,"Asian Fresh Produce, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,OMETHOATE,0.011,NTE,0.01
17-Nov-14,"PEA, SNOW (SUGAR PEA)",2141618,Guatemala,,No,T-208-S14,Vega Produce,Green West Farms,Los Angeles,Wholesale,Basic Screening,LCMSMS,CARBENDAZIM,0.028,NTE,0.01
17-Nov-14,"PEA, SNOW (SUGAR PEA)",2141618,Guatemala,,No,T-208-S14,Vega Produce,Green West Farms,Los Angeles,Wholesale,Basic Screening,GCMSMS,CHLOROTHALONIL,1.6,5,0.03
17-Nov-14,"PEA, SNOW (SUGAR PEA)",2141618,Guatemala,,No,T-208-S14,Vega Produce,Green West Farms,Los Angeles,Wholesale,Basic Screening,LCMSMS,OMETHOATE,0.034,2,0.01
17-Nov-14,"PEA, SNOW (SUGAR PEA)",2141618,Guatemala,,No,T-208-S14,Vega Produce,Green West Farms,Los Angeles,Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.05,3,0.01
17-Nov-14,"PEAR, ASIAN (ORIENTAL PEAR)",2141619,China - mainland,,No,,Ya Feng (Ya Pear),"Quan Produce Co., Inc.",Los Angeles,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,"PEAR, ASIAN (ORIENTAL PEAR)",2141619,China - mainland,,No,,Ya Feng (Ya Pear),"Quan Produce Co., Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,"PEAR, ASIAN (ORIENTAL PEAR)",2141620,China - mainland,,No,,J.F. Li Fruit (Fragrant Pear),"Quan Produce Co., Inc.",Los Angeles,Wholesale,Basic Screening,GCMSMS,LAMBDA-CYHALOTHRIN,0.047,0.3,0.01
17-Nov-14,"PEAR, ASIAN (ORIENTAL PEAR)",2141620,China - mainland,,No,,J.F. Li Fruit (Fragrant Pear),"Quan Produce Co., Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,CHLORPYRIFOS,0.028,0.05,0.02
17-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2141621,California,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2141621,California,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,SWEET POTATO,2141622,California,,No,,California Sweets,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,SWEET POTATO,2141622,California,,No,,California Sweets,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,CELERY (ALL OR UNSPEC),2141623,United States,,No,T-209-S14,Lucky Farm,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,GCMSMS,PENDIMETHALIN,0.022,NTE,0.01
17-Nov-14,CELERY (ALL OR UNSPEC),2141623,United States,,No,T-209-S14,Lucky Farm,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,GCMSMS,CHLORTHAL-DIMETHYL,0.02,NTE,0.01
17-Nov-14,CELERY (ALL OR UNSPEC),2141623,United States,,No,T-209-S14,Lucky Farm,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,CHINESE BROCCOLI (WHITE FLOWERING) (GAI LON),2141624,United States,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,GCMSMS,CHLORTHAL-DIMETHYL,0.019,5,0.01
17-Nov-14,CHINESE BROCCOLI (WHITE FLOWERING) (GAI LON),2141624,United States,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.029,3,0.01
17-Nov-14,CHINESE BROCCOLI (WHITE FLOWERING) (GAI LON),2141624,United States,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,IMIDACLOPRID,0.078,3.5,0.02
17-Nov-14,CHINESE BROCCOLI (WHITE FLOWERING) (GAI LON),2141624,United States,,No,,Lucky Farms,"Lucky Star Marketing, LLC",San Bernardino,Wholesale,Basic Screening,LCMSMS,METALAXYL,0.027,0.1,0.01
17-Nov-14,GARLIC,2141625,China - mainland,,No,,Garlic Girl,SM Seafood Market,San Bernardino,Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,GARLIC,2141625,China - mainland,,No,,Garlic Girl,SM Seafood Market,San Bernardino,Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141626,California,,No,,Cuties,SM Seafood Market,San Bernardino,Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141626,California,,No,,Cuties,SM Seafood Market,San Bernardino,Retail,Basic Screening,LCMSMS,IMAZALIL,2.04,10,0.01
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141626,California,,No,,Cuties,SM Seafood Market,San Bernardino,Retail,Basic Screening,LCMSMS,THIABENDAZOLE,1.62,10,0.01
17-Nov-14,EGGPLANT (ORIENTAL EGGPLANT),2141627,United States,,No,,Be On,SM Seafood Market,San Bernardino,Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,EGGPLANT (ORIENTAL EGGPLANT),2141627,United States,,No,,Be On,SM Seafood Market,San Bernardino,Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,AZOXYSTROBIN,0.16,25,0.01
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,PIPERONYL BUTOXIDE,0.012,Exempt,0.01
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,BOSCALID,0.025,18,0.01
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,CYAZOFAMID,0.17,12,0.02
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,FLUOPICOLIDE,1.12,18,0.01
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.66,16,0.01
17-Nov-14,KALE,2141637,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,CYPERMETHRIN,0.52,14,0.02
17-Nov-14,CHAYOTE (CHRISTOPHENES),2141638,Mexico,,No,,Chayotes Frescos,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,CHAYOTE (CHRISTOPHENES),2141638,Mexico,,No,,Chayotes Frescos,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,CHLOROTHALONIL,0.086,5,0.03
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141639,California,,No,,Cuties,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,IMAZALIL,0.88,10,0.01
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141639,California,,No,,Cuties,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,THIABENDAZOLE,1.97,10,0.01
17-Nov-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2141639,California,,No,,Cuties,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,KIWI FRUIT,2141640,California,,No,,California Kiwi Fruit,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,KIWI FRUIT,2141640,California,,No,,California Kiwi Fruit,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",2141641,United States,,No,,Perry & Sons,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",2141641,United States,,No,,Perry & Sons,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",2141642,United States,,No,,Perry & Sons,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",2141642,United States,,No,,Perry & Sons,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,CABBAGE,2141643,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,GCMSMS,,0,,
17-Nov-14,CABBAGE,2141643,United States,"Modesto, CA",No,,Ratto Bros,Food Maxx,"Fresno, CA",Retail,Basic Screening,LCMSMS,,0,,
17-Nov-14,APPLE,2141630,United States,,No,,Stemilt World Famous Fruit,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,APPLE,2141630,United States,,No,,Stemilt World Famous Fruit,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.1,5,0.01
17-Nov-14,ORANGE (ALL OR UNSPEC),2141631,California,,No,,Sunkist,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,ORANGE (ALL OR UNSPEC),2141631,California,,No,,Sunkist,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,1.21,10,0.01
17-Nov-14,ORANGE (ALL OR UNSPEC),2141631,California,,No,,Sunkist,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,BOSCALID,0.011,2,0.01
17-Nov-14,ORANGE (ALL OR UNSPEC),2141631,California,,No,,Sunkist,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,IMAZALIL,1.14,10,0.01
17-Nov-14,APPLE,2141632,Washington,,No,,Nordic Washington Apples,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,DIPHENYLAMINE,0.8,10,0.01
17-Nov-14,APPLE,2141632,Washington,,No,,Nordic Washington Apples,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.14,5,0.01
17-Nov-14,APPLE,2141632,Washington,,No,,Nordic Washington Apples,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,SPIRODICLOFEN,0.011,0.8,0.01
17-Nov-14,APPLE,2141632,Washington,,No,,Nordic Washington Apples,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,FLUDIOXONIL,0.095,5,0.02
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141633,Washington,,No,,Valley Harvest,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,CHLORPROPHAM,0.61,30,0.01
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141633,Washington,,No,,Valley Harvest,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,,0,,
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141634,Oregon,"Hermiston, OR",No,,Elkhorn Oregon Russet Potatoes,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.059,8,0.01
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141634,Oregon,"Hermiston, OR",No,,Elkhorn Oregon Russet Potatoes,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,DIFENOCONAZOLE,0.2,4,0.01
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141634,Oregon,"Hermiston, OR",No,,Elkhorn Oregon Russet Potatoes,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,FLUDIOXONIL,0.13,6,0.02
17-Nov-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2141634,Oregon,"Hermiston, OR",No,,Elkhorn Oregon Russet Potatoes,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,BANANA,2141635,Ecuador,,No,,Chiquita,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,IMAZALIL,0.13,3,0.01
17-Nov-14,BANANA,2141635,Ecuador,,No,,Chiquita,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.082,3,0.01
17-Nov-14,BANANA,2141635,Ecuador,,No,,Chiquita,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,TOMATO,2141636,Mexico,"San Quintin, BC Mexico",No,,Los Pinos,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,GCMSMS,,0,,
17-Nov-14,TOMATO,2141636,Mexico,"San Quintin, BC Mexico",No,,Los Pinos,All About Produce,"San Luis Obispo, CA",Wholesale,Basic Screening,LCMSMS,OXAMYL,0.13,2,0.04
17-Nov-14,SWEET POTATO,R14M02013,United States,,No,,Shopper,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
17-Nov-14,SWEET POTATO,R14M02013,United States,,No,,Shopper,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,,0,,
17-Nov-14,"ONION (DRY, SPANISH, WHITE, YELLOW, RED, ETC.)",R14M02014,United States,,No,,Sweet D,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,,0,,
17-Nov-14,"ONION (DRY, SPANISH, WHITE, YELLOW, RED, ETC.)",R14M02014,United States,,No,,Sweet D,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
17-Nov-14,"CORN, SWEET (FRESH MKT. AND GRAIN CROP)",R14M02015,California,Holtville,No,,LoJo,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,,0,,
17-Nov-14,"CORN, SWEET (FRESH MKT. AND GRAIN CROP)",R14M02015,California,Holtville,No,,LoJo,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,CYAZOFAMID,0.54,12,0.02
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,SPINETORAM,0.032,10,0.02
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.9,16,0.01
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FLUOPICOLIDE,1.3,18,0.01
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,CYPERMETHRIN,0.7,14,0.02
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,BOSCALID,0.012,18,0.01
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,AZOXYSTROBIN,0.86,25,0.01
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,PIPERONYL BUTOXIDE,0.039,Exempt,0.01
17-Nov-14,KALE,R14M02016,United States,,No,,Ratto Bros.,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,MANDIPROPAMID,0.016,25,0.01
17-Nov-14,CHAYOTE (CHRISTOPHENES),R14M02017,Mexico,,No,,Cal Fresco,Savemart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,,0,,
